月份,項目,金額,數量,比率,來源,單位,客戶,耗時分鐘
2025-06-01,完成,43.86,120,27.39,,營運,順發,101
2025-06-27,完成,37.3,199,83.26,,資材,捷欣,84
2025-07-02,後段,40.7,118,75.7,待確認,研發,捷欣,172
2025-07-07,前段,50.72,31,94.48,已回報,品保,永利,175
2025-07-01,完成,95.45,122,79.41,待確認,資材,捷欣,97
2025-07-13,前段,56.91,21,67.59,待確認,製造,東昇,208
2025-07-28,完成,71.18,199,44.26,,營運,捷欣,11
2025-07-08,完成,14.83,141,76.05,,製造,捷欣,168
2025-06-26,前段,39.63,230,9.84,,營運,力鋼,203
2025-06-21,前段,96.09,51,28.78,已回報,資材,順發,89
2025-06-18,完成,13.84,56,20.41,,資材,永利,97
2025-07-24,中段,92.22,162,90.6,,製造,順發,207
2025-07-29,完成,88.21,51,42.49,,製造,東昇,115
2025-06-25,前段,36.96,191,12.64,待確認,研發,力鋼,97
2025-06-11,中段,29.51,234,41.68,,品保,永利,144
2025-07-25,後段,89.7,133,83.06,待確認,品保,永利,140
2025-07-05,後段,49.82,37,88.51,,資材,捷欣,180
2025-06-02,完成,30.36,58,21.03,,品保,永利,146
2025-06-18,中段,20.13,130,58.03,,資材,永利,183
2025-06-01,後段,70.23,31,53.5,,研發,力鋼,233
2025-07-06,中段,35.22,77,25.65,,資材,東昇,45
2025-07-07,後段,55.54,207,39.71,,資材,永利,69
2025-07-24,後段,37.42,33,3.08,已回報,研發,東昇,56
2025-06-09,中段,67.69,17,59.22,已回報,品保,力鋼,162
2025-07-29,完成,73.09,74,65.85,,研發,捷欣,171
2025-07-11,中段,37.03,130,75.54,,製造,東昇,139
2025-07-18,中段,23.11,94,67.37,,製造,永利,142
2025-06-26,完成,1.98,22,30.02,已回報,資材,順發,57
2025-06-08,完成,97.63,181,26.34,已回報,製造,永利,105
2025-07-06,完成,88.98,196,64.68,,營運,力鋼,80
2025-06-02,完成,2.08,158,9.07,已回報,營運,永利,178
2025-06-19,後段,72.58,136,52.88,已回報,研發,大宏,106
2025-06-05,中段,88.34,36,37.06,待確認,製造,順發,119
2025-07-17,後段,8.45,116,13.91,,製造,永利,140
2025-07-08,完成,43.39,70,29.55,,資材,順發,231
2025-06-04,完成,26.59,46,4.43,,品保,永利,208
2025-07-17,完成,36.38,160,96.97,,營運,東昇,79
2025-07-18,中段,33.2,228,75.36,,研發,順發,82
2025-07-04,前段,35.93,115,54.17,,研發,捷欣,113
2025-07-06,中段,16.98,221,21.34,,製造,大宏,112
2025-07-30,完成,30.93,92,79.31,待確認,製造,力鋼,42
2025-06-03,中段,26.6,201,21.37,,營運,大宏,93
2025-07-21,前段,48.6,168,73.06,,品保,東昇,107
2025-06-14,後段,78.55,14,79.85,待確認,營運,順發,83
2025-06-30,前段,65.19,10,5.01,已回報,資材,永利,92
2025-06-30,中段,64.31,22,88.64,待確認,資材,捷欣,178
2025-06-02,前段,13.66,120,3.66,,品保,東昇,129
2025-06-18,完成,73.0,129,64.26,,營運,永利,102
2025-07-18,後段,18.46,180,63.77,,研發,順發,124
2025-07-29,前段,80.85,116,89.38,,製造,東昇,222
2025-06-05,前段,9.4,239,17.62,,品保,捷欣,188
2025-07-29,中段,10.61,117,81.21,,品保,大宏,71
2025-06-03,完成,20.47,60,59.13,,營運,順發,146
2025-06-17,後段,75.69,103,29.72,,研發,捷欣,123
2025-06-09,中段,68.15,107,42.67,待確認,品保,永利,67
2025-06-04,中段,85.89,125,93.95,待確認,研發,永利,52
2025-07-06,完成,88.72,237,20.02,,製造,順發,219
2025-06-10,後段,58.25,101,7.47,,營運,大宏,44
2025-06-18,後段,52.15,54,45.79,,製造,大宏,68
2025-06-05,後段,90.34,92,46.5,,製造,東昇,92
2025-06-02,後段,75.79,190,0.76,,品保,大宏,188
2025-07-26,後段,64.0,220,13.65,已回報,製造,永利,137
2025-07-23,前段,79.27,74,63.41,,資材,東昇,235
2025-07-15,後段,6.69,123,68.19,已回報,研發,大宏,164
2025-07-25,前段,90.39,16,69.58,,營運,永利,44
2025-07-01,後段,42.76,106,71.27,,品保,捷欣,184
2025-06-03,中段,35.46,84,62.01,,營運,捷欣,163
2025-07-07,完成,49.16,106,87.03,,營運,順發,188
2025-07-24,中段,95.74,137,21.02,已回報,營運,大宏,85
2025-06-04,完成,52.14,155,42.07,已回報,資材,捷欣,98
2025-07-03,後段,26.32,46,79.19,待確認,資材,大宏,162
2025-06-21,完成,19.49,171,27.06,,營運,順發,124
2025-06-23,中段,85.87,94,35.09,,製造,力鋼,132
2025-07-14,前段,9.39,159,68.99,,資材,大宏,44
2025-07-29,中段,60.01,111,88.0,已回報,資材,捷欣,134
2025-06-02,中段,58.41,114,12.77,已回報,品保,捷欣,111
2025-07-03,中段,66.4,32,22.16,已回報,研發,大宏,192
2025-06-09,中段,17.16,119,12.31,,製造,大宏,64
2025-06-07,後段,48.95,28,35.07,待確認,營運,力鋼,235
2025-07-06,中段,59.86,24,51.55,待確認,製造,力鋼,105
2025-07-01,後段,25.89,151,36.99,待確認,資材,力鋼,223
2025-06-29,完成,61.55,192,96.43,,製造,東昇,152
2025-06-23,前段,27.58,194,49.13,,研發,捷欣,51
2025-07-07,後段,81.28,214,7.83,,資材,大宏,30
2025-06-05,中段,61.26,102,72.81,,資材,力鋼,231
2025-07-24,前段,17.19,113,39.34,,製造,大宏,122
2025-06-18,中段,27.15,99,92.23,已回報,資材,力鋼,93
2025-06-28,前段,31.31,52,23.08,,研發,順發,159
2025-07-24,前段,74.0,220,2.79,已回報,研發,永利,168
2025-06-16,中段,34.72,223,60.11,,品保,永利,26
2025-06-15,中段,32.47,129,5.34,,品保,永利,9
2025-06-17,中段,85.86,33,20.75,,品保,順發,42
2025-07-29,完成,51.97,68,62.81,已回報,品保,大宏,140
2025-07-18,中段,47.46,100,38.23,,研發,順發,28
2025-06-17,後段,81.89,24,80.23,待確認,製造,永利,148
2025-06-07,中段,65.02,110,51.32,已回報,資材,捷欣,21
2025-06-11,完成,0.27,5,93.11,,資材,永利,196
2025-07-16,完成,37.33,79,59.63,,研發,東昇,160
2025-06-29,後段,78.18,134,82.6,,營運,順發,232
2025-07-05,中段,90.73,217,41.8,,製造,大宏,187
2025-06-08,完成,30.76,12,22.56,,製造,捷欣,31
2025-07-20,後段,68.62,222,23.44,,製造,順發,177
2025-06-01,中段,72.65,232,69.12,已回報,製造,東昇,202
2025-07-30,中段,32.47,238,37.37,,營運,大宏,79
2025-07-08,後段,7.7,81,40.8,,品保,力鋼,197
2025-07-03,前段,22.86,186,12.12,,營運,力鋼,44
2025-07-15,後段,58.98,130,18.54,,資材,捷欣,150
2025-06-07,完成,94.56,167,15.31,待確認,研發,順發,207
2025-06-21,後段,2.84,192,80.19,,研發,大宏,48
2025-06-17,完成,33.06,43,79.24,已回報,資材,順發,212
2025-07-04,中段,61.61,5,16.31,,研發,力鋼,29
2025-07-15,中段,2.43,213,26.81,,製造,大宏,133
2025-07-26,中段,64.08,46,59.14,已回報,品保,力鋼,3
2025-06-07,完成,94.99,196,37.02,,資材,順發,180
2025-07-10,中段,71.42,82,44.62,,營運,力鋼,87
2025-06-21,前段,18.04,42,89.36,待確認,品保,東昇,160
2025-07-02,中段,64.83,157,64.66,,資材,捷欣,103
2025-07-29,中段,93.31,43,71.7,,製造,永利,177
2025-07-22,前段,26.2,237,7.73,,營運,永利,46
2025-06-11,完成,50.12,18,96.98,,研發,力鋼,168
2025-06-26,完成,11.23,101,96.85,,營運,東昇,92
2025-07-06,中段,73.67,25,31.08,待確認,品保,東昇,28
2025-06-21,後段,37.07,39,83.64,,品保,東昇,118
2025-07-25,前段,22.53,112,45.41,,研發,力鋼,206
2025-07-03,完成,85.64,236,83.71,,營運,捷欣,207
2025-07-12,中段,54.85,181,96.91,已回報,資材,永利,153
2025-07-15,前段,85.42,158,75.69,,品保,東昇,89
2025-07-01,完成,97.57,157,52.34,,製造,力鋼,135
2025-06-29,後段,72.48,233,30.11,,製造,東昇,148
2025-07-09,完成,29.3,139,37.04,,品保,永利,232
2025-07-24,前段,64.45,156,75.92,待確認,品保,永利,182
2025-07-01,前段,83.98,197,22.95,待確認,營運,順發,109
2025-06-12,後段,24.57,40,8.22,待確認,資材,順發,156
2025-06-01,前段,28.74,87,81.38,已回報,品保,捷欣,115
2025-06-10,後段,58.7,91,9.53,待確認,營運,東昇,116
2025-07-13,中段,82.89,210,63.01,,研發,永利,16
2025-06-13,完成,24.32,230,20.95,,營運,捷欣,26
2025-07-02,完成,16.28,7,69.83,,營運,力鋼,50
2025-07-20,中段,34.95,122,74.27,已回報,營運,東昇,125
2025-06-03,完成,49.41,20,87.87,待確認,營運,永利,69
2025-07-30,中段,71.22,2,2.42,,製造,永利,159
2025-07-09,前段,14.78,217,24.74,,品保,東昇,76
2025-06-03,中段,75.68,139,84.89,已回報,研發,捷欣,53
2025-06-15,前段,79.16,96,35.06,已回報,研發,東昇,217
2025-07-05,後段,12.07,192,36.06,,資材,捷欣,182
2025-07-20,前段,41.73,20,14.1,已回報,品保,順發,75
2025-06-20,中段,37.31,108,97.18,待確認,研發,大宏,148
2025-07-15,完成,3.03,57,73.99,,品保,捷欣,174
2025-07-03,中段,2.8,201,94.08,待確認,品保,大宏,165
2025-06-11,完成,86.76,169,95.21,,研發,東昇,194
2025-07-27,前段,97.92,224,65.51,已回報,研發,力鋼,150
2025-07-04,中段,49.26,194,67.35,,製造,順發,226
2025-07-08,後段,45.51,86,19.89,已回報,品保,東昇,211
2025-07-27,前段,34.8,8,48.31,,研發,永利,231
2025-06-19,後段,72.48,73,12.46,,研發,順發,229
2025-06-24,前段,12.7,70,40.74,,營運,永利,145
2025-07-02,中段,89.92,41,43.41,,製造,捷欣,206
2025-06-13,後段,80.52,53,50.15,,資材,力鋼,61
2025-07-27,中段,19.33,126,40.19,已回報,品保,東昇,68
2025-06-30,前段,90.86,16,37.56,待確認,資材,捷欣,98
2025-06-13,後段,70.7,11,79.61,待確認,品保,永利,207
2025-07-21,完成,1.0,62,84.68,已回報,營運,捷欣,126
2025-07-21,完成,18.25,127,45.01,待確認,營運,捷欣,239
2025-06-26,後段,26.78,56,22.95,,研發,永利,211
2025-07-08,中段,67.12,68,44.84,,資材,力鋼,224
2025-06-10,後段,45.73,36,86.07,已回報,資材,永利,219
2025-06-08,後段,25.06,147,26.72,已回報,營運,大宏,82
2025-07-03,完成,15.91,37,85.67,已回報,營運,順發,117
2025-07-14,後段,10.04,25,0.53,已回報,製造,大宏,4
2025-07-18,完成,32.93,166,8.8,,製造,東昇,209
2025-07-09,後段,49.51,189,11.04,已回報,製造,大宏,193
2025-07-11,完成,54.5,128,56.4,,製造,東昇,160
2025-06-17,後段,68.92,146,77.73,,製造,大宏,9
2025-07-13,完成,48.86,24,2.59,已回報,製造,順發,227
2025-07-07,完成,55.01,163,92.5,待確認,營運,捷欣,70
2025-07-29,完成,86.09,190,69.71,,研發,捷欣,203
2025-06-03,完成,61.31,89,9.16,,研發,大宏,128
2025-06-01,中段,57.52,128,7.26,待確認,營運,東昇,144
2025-06-20,完成,67.27,63,59.88,,研發,順發,95
2025-06-18,前段,76.0,54,38.66,,製造,東昇,105
2025-07-25,前段,75.99,227,1.39,待確認,研發,東昇,18
2025-07-30,中段,56.44,81,26.75,,品保,力鋼,109
2025-06-16,完成,7.03,177,13.89,已回報,製造,順發,25
2025-06-24,後段,21.56,16,8.53,已回報,研發,力鋼,7
2025-07-03,完成,46.76,218,32.75,,研發,力鋼,47
2025-06-12,完成,47.16,222,87.53,已回報,研發,大宏,148
2025-06-13,中段,52.73,25,37.96,,研發,捷欣,26
2025-06-11,後段,84.72,207,38.38,,製造,東昇,117
2025-06-15,後段,22.88,237,92.25,,品保,東昇,60
2025-07-18,後段,80.79,153,88.91,已回報,製造,大宏,228
2025-06-23,後段,96.4,87,14.17,,製造,順發,235
2025-06-15,前段,55.8,54,82.24,已回報,製造,大宏,92
2025-06-23,中段,91.97,109,5.26,,資材,順發,213
2025-06-03,完成,92.87,98,4.68,,營運,東昇,10
2025-07-06,前段,18.38,169,35.24,已回報,營運,順發,185
2025-07-13,前段,47.3,73,56.71,待確認,製造,東昇,190
2025-07-05,中段,65.56,240,4.06,待確認,資材,力鋼,87
2025-06-27,後段,38.8,189,21.82,已回報,研發,力鋼,154
2025-06-15,後段,15.4,99,70.22,,營運,大宏,230
2025-06-09,完成,12.93,45,73.52,已回報,研發,順發,38
2025-06-02,前段,75.8,62,63.51,,製造,順發,165
2025-07-27,後段,41.62,198,27.22,,品保,順發,76
2025-07-14,前段,94.81,72,66.18,已回報,品保,力鋼,223
2025-06-22,前段,88.42,143,28.28,,研發,大宏,218
2025-06-29,完成,8.8,71,57.18,,製造,大宏,56
2025-06-28,前段,66.06,216,52.53,,製造,捷欣,162
2025-07-18,後段,74.74,178,56.57,,資材,東昇,172
2025-06-26,完成,21.39,130,80.42,,品保,力鋼,113
2025-06-26,前段,74.81,147,8.82,,資材,永利,234
2025-07-29,後段,90.46,132,49.99,待確認,營運,順發,171
2025-07-08,前段,63.69,95,14.8,,營運,捷欣,178
2025-06-07,中段,33.22,143,78.18,,製造,順發,119
2025-06-11,完成,52.69,32,9.37,,研發,永利,161
2025-06-06,前段,12.17,123,45.35,待確認,製造,東昇,24
2025-07-24,後段,14.84,57,5.76,,營運,力鋼,4
2025-06-29,前段,34.76,11,54.52,,資材,順發,7
2025-06-08,後段,55.04,24,11.1,,營運,大宏,223
2025-06-01,後段,20.68,152,35.27,待確認,製造,東昇,5
2025-06-12,前段,77.5,71,10.52,,製造,捷欣,108
2025-06-05,前段,21.88,138,24.84,,營運,大宏,154
2025-07-15,中段,68.78,182,3.43,,資材,大宏,53
2025-07-18,完成,12.65,83,73.23,已回報,品保,大宏,232
2025-07-14,中段,89.37,221,25.13,待確認,營運,大宏,143
2025-07-18,前段,70.39,111,44.73,,品保,力鋼,61
2025-06-05,完成,42.61,171,54.93,已回報,營運,東昇,116
2025-07-23,完成,36.63,121,55.5,已回報,資材,東昇,84
2025-07-13,完成,63.95,61,44.01,已回報,研發,力鋼,170
2025-07-20,後段,57.77,119,87.64,待確認,製造,順發,227
2025-06-26,完成,87.38,41,27.16,,製造,順發,134
2025-07-24,中段,49.32,125,19.64,,品保,力鋼,82
2025-06-16,完成,38.95,203,93.69,,製造,大宏,119
2025-06-28,後段,55.21,20,34.16,已回報,製造,捷欣,16
2025-07-20,中段,74.26,16,29.41,,營運,大宏,104
2025-07-29,後段,28.54,65,14.54,已回報,資材,東昇,200
2025-07-04,前段,92.0,40,52.74,已回報,製造,力鋼,33
2025-06-30,中段,9.13,75,59.99,,資材,永利,176
2025-06-17,後段,17.72,72,0.47,已回報,品保,東昇,119
2025-07-16,前段,0.28,112,14.65,待確認,製造,力鋼,207
2025-06-08,完成,48.07,32,47.05,,資材,大宏,94
2025-07-12,完成,28.93,90,85.3,已回報,製造,順發,227
2025-07-09,中段,65.16,61,51.12,,資材,力鋼,176
2025-07-10,完成,68.38,54,67.05,已回報,品保,順發,143
2025-06-23,前段,83.5,229,38.08,已回報,製造,大宏,65
2025-07-02,前段,34.94,175,36.85,待確認,資材,大宏,162
2025-06-26,後段,36.82,40,66.33,,營運,永利,85
2025-07-22,完成,34.31,107,16.95,,製造,東昇,58
2025-06-22,後段,18.73,49,8.44,待確認,資材,永利,21
2025-07-16,前段,24.46,45,25.5,,營運,大宏,231
2025-06-04,完成,19.24,13,65.02,,研發,順發,193
2025-07-18,前段,80.38,149,11.36,已回報,研發,順發,21
2025-06-03,前段,80.13,89,86.91,,品保,捷欣,90
2025-06-26,中段,41.57,63,42.7,,製造,順發,100
2025-06-27,完成,32.92,53,66.65,,研發,力鋼,87
2025-07-06,前段,87.93,79,54.82,已回報,資材,捷欣,117
2025-06-04,完成,10.35,34,77.34,已回報,品保,東昇,136
2025-07-20,中段,88.44,207,10.88,,製造,順發,179
2025-07-18,前段,75.22,198,79.06,,研發,力鋼,120
2025-07-19,前段,97.35,47,88.11,,品保,捷欣,84
2025-06-24,中段,34.3,230,6.14,已回報,研發,東昇,224
2025-07-30,後段,60.73,236,56.78,已回報,研發,大宏,37
2025-07-14,完成,90.99,14,73.68,待確認,品保,永利,124
2025-07-07,前段,38.85,232,6.59,待確認,資材,永利,91
2025-07-15,完成,15.73,95,70.76,,製造,捷欣,230
2025-06-10,完成,18.33,59,57.43,待確認,製造,力鋼,190
2025-07-25,前段,88.16,58,63.81,,研發,順發,220
2025-07-23,中段,92.17,116,56.36,,資材,捷欣,207
2025-07-14,後段,69.27,97,3.37,,研發,捷欣,126
2025-06-20,後段,50.29,129,58.2,已回報,製造,大宏,238
2025-06-27,中段,28.02,234,71.96,待確認,資材,永利,142
2025-06-27,後段,30.84,237,10.31,,營運,大宏,92
2025-07-20,前段,53.69,78,6.94,,品保,東昇,168
2025-07-03,前段,0.69,59,46.81,已回報,製造,力鋼,67
2025-07-11,後段,79.87,63,55.13,待確認,研發,東昇,39
2025-06-25,中段,79.37,210,35.86,,資材,永利,34
2025-06-29,前段,9.19,115,65.93,待確認,品保,順發,199
2025-06-11,後段,42.21,101,57.79,已回報,資材,永利,211
2025-07-09,中段,21.39,184,9.85,,研發,永利,230
2025-06-15,後段,15.75,110,57.78,,品保,東昇,235
2025-07-07,完成,46.8,124,78.19,已回報,資材,捷欣,116
2025-06-12,前段,85.63,102,16.51,,製造,東昇,175
2025-07-02,後段,24.15,101,37.47,,營運,大宏,118
2025-07-06,中段,86.71,225,71.8,,研發,東昇,158
2025-07-19,前段,29.44,19,30.68,,研發,大宏,204
2025-07-20,中段,73.42,102,20.97,,品保,捷欣,4
2025-06-25,後段,73.18,75,35.57,,資材,東昇,137
2025-06-10,完成,26.1,153,52.31,,製造,永利,102
2025-06-19,完成,37.67,89,91.18,,資材,捷欣,240
2025-06-16,後段,32.92,51,27.68,,品保,捷欣,238
2025-07-08,後段,74.42,90,69.16,待確認,資材,大宏,32
2025-06-28,後段,64.28,42,87.72,已回報,品保,永利,126
2025-07-28,後段,1.32,195,61.89,待確認,資材,永利,80
2025-07-05,後段,85.09,3,35.11,,製造,力鋼,45
2025-06-02,中段,72.45,58,90.98,,製造,力鋼,220
2025-06-10,後段,10.38,103,45.74,,資材,順發,177
2025-07-03,中段,79.48,106,50.2,已回報,品保,東昇,204
2025-06-19,前段,54.66,102,93.99,,製造,永利,31
2025-06-06,完成,68.38,117,49.43,,研發,東昇,24
2025-06-03,中段,57.11,233,73.48,待確認,品保,永利,231
2025-06-25,完成,39.99,177,32.62,,製造,東昇,179
2025-06-06,前段,72.82,153,83.17,待確認,營運,東昇,176
2025-07-08,前段,4.41,206,57.23,已回報,製造,東昇,201
2025-06-01,完成,74.63,15,70.96,已回報,營運,東昇,55
2025-07-07,前段,58.14,51,72.7,待確認,研發,力鋼,72
2025-07-16,中段,72.68,149,90.79,,資材,捷欣,75
2025-06-18,後段,75.27,218,96.87,,研發,永利,27
2025-06-17,完成,44.35,62,49.62,,研發,順發,32
2025-07-04,中段,68.52,44,87.74,,研發,永利,27
2025-06-22,中段,39.89,61,57.1,,品保,大宏,64
2025-07-05,中段,53.31,33,30.87,,製造,力鋼,174
2025-07-27,後段,83.05,125,90.32,,品保,大宏,222
2025-07-11,完成,65.99,151,75.9,,資材,大宏,125
2025-06-11,完成,2.11,70,71.38,待確認,營運,順發,31
2025-07-30,後段,94.36,56,30.79,,營運,力鋼,190
2025-06-15,中段,48.36,207,52.62,,製造,永利,94
2025-06-24,完成,3.86,128,84.49,,營運,順發,59
2025-06-10,後段,8.33,18,21.55,待確認,品保,捷欣,211
2025-07-25,前段,87.58,128,81.92,已回報,研發,大宏,127
2025-06-25,完成,61.48,55,12.66,已回報,研發,永利,172
2025-07-15,前段,92.98,16,91.39,待確認,製造,捷欣,225
2025-06-26,完成,48.56,22,94.46,,資材,大宏,150
2025-06-14,前段,35.01,197,89.16,,資材,力鋼,229
2025-06-29,後段,95.11,148,9.89,,製造,捷欣,159
2025-07-02,完成,66.46,109,40.79,,製造,順發,40
2025-07-18,前段,50.25,128,47.58,已回報,品保,捷欣,171
2025-07-27,完成,82.28,72,18.37,,營運,力鋼,23
2025-07-11,前段,10.91,150,13.67,待確認,營運,東昇,226
2025-06-17,中段,94.63,170,37.92,已回報,品保,東昇,59
2025-06-27,中段,55.37,96,26.33,待確認,製造,永利,8
2025-06-14,前段,85.32,202,85.69,,營運,永利,52
2025-07-03,前段,86.45,57,18.7,待確認,資材,東昇,180
2025-06-05,前段,90.67,83,13.42,,研發,東昇,156
2025-07-06,中段,85.95,7,6.73,已回報,製造,順發,53
2025-07-12,前段,63.13,101,11.14,,資材,東昇,139
2025-06-28,前段,35.67,45,37.73,,品保,順發,30
2025-06-24,中段,17.3,212,34.53,,研發,力鋼,104
2025-07-15,後段,4.96,138,61.4,,資材,大宏,27
2025-07-21,中段,72.17,102,25.81,,製造,大宏,134
2025-07-05,中段,70.62,136,56.89,,資材,東昇,42
2025-07-23,完成,97.17,41,10.55,待確認,營運,捷欣,10
2025-06-14,完成,9.26,44,66.93,,資材,大宏,107
2025-06-29,完成,36.39,216,86.11,,研發,力鋼,17
2025-07-20,完成,7.69,142,62.76,待確認,資材,順發,198
2025-07-24,完成,55.06,224,43.47,,品保,永利,85
2025-07-13,後段,79.79,31,27.0,,製造,順發,61
2025-06-05,後段,48.83,227,49.71,待確認,製造,永利,7
2025-07-01,後段,18.67,68,79.34,,製造,大宏,133
2025-06-06,前段,65.96,60,84.17,待確認,研發,力鋼,216
2025-07-19,完成,46.09,225,54.72,,研發,捷欣,40
2025-07-13,中段,20.05,140,28.61,,研發,力鋼,167
2025-07-24,完成,27.73,152,74.6,已回報,資材,順發,199
2025-07-07,中段,5.66,215,29.31,待確認,製造,東昇,232
2025-06-11,前段,93.34,157,76.47,,品保,力鋼,110
2025-06-30,後段,28.09,2,51.66,已回報,營運,永利,153
2025-06-24,完成,1.18,124,52.13,,品保,力鋼,52
2025-07-14,完成,4.37,181,21.78,,研發,大宏,85
2025-06-21,後段,73.43,22,59.73,已回報,研發,力鋼,151
2025-07-30,後段,69.2,139,62.74,,品保,順發,34
2025-07-18,前段,48.96,200,60.67,已回報,研發,大宏,121
2025-07-05,前段,21.29,153,64.55,待確認,研發,東昇,179
2025-06-07,後段,44.61,85,14.3,,品保,東昇,139
2025-06-08,中段,48.61,59,15.2,待確認,研發,永利,216
2025-07-02,前段,48.51,38,93.87,,研發,永利,82
2025-07-12,中段,65.99,127,8.2,,品保,捷欣,24
2025-07-11,中段,15.97,41,64.16,,資材,力鋼,61
2025-06-01,前段,29.64,219,56.56,,製造,順發,71
2025-07-18,後段,4.4,42,24.39,,資材,捷欣,153
2025-07-28,前段,85.38,26,11.39,已回報,研發,捷欣,48
2025-07-13,前段,50.52,208,91.09,,品保,順發,152
2025-07-01,中段,53.22,180,31.72,已回報,製造,捷欣,199
2025-07-03,前段,21.11,22,40.57,,資材,力鋼,156
2025-06-02,完成,62.81,90,43.81,,營運,永利,164
2025-07-12,中段,80.54,64,38.07,,品保,捷欣,218
2025-06-06,完成,27.65,109,51.34,待確認,研發,力鋼,82
2025-06-30,中段,45.7,140,35.11,已回報,製造,大宏,230
2025-07-15,前段,37.84,181,2.33,,品保,捷欣,51
2025-07-11,後段,90.1,16,86.38,,研發,力鋼,184
2025-07-01,完成,82.21,25,82.92,,研發,捷欣,208
2025-06-29,中段,26.3,88,43.33,已回報,品保,力鋼,134
2025-07-16,完成,57.5,74,82.69,,營運,東昇,76
2025-06-28,中段,14.85,207,29.18,,製造,大宏,234
2025-06-23,完成,29.16,237,20.65,待確認,營運,順發,107
2025-06-11,中段,18.27,43,78.34,,資材,永利,34
2025-06-15,完成,85.7,181,21.02,,資材,永利,169
2025-06-22,完成,92.05,160,64.97,,資材,永利,28
2025-07-18,前段,50.65,7,4.71,,製造,力鋼,49
2025-07-14,中段,6.32,168,58.57,已回報,營運,永利,164
2025-06-26,中段,47.09,219,25.09,,資材,永利,144
2025-07-18,後段,8.44,128,26.06,,品保,大宏,36
2025-07-25,前段,20.76,118,32.45,已回報,資材,捷欣,105
2025-06-12,中段,8.71,71,55.81,待確認,研發,捷欣,3
2025-07-25,前段,45.87,217,64.41,已回報,研發,永利,189
2025-07-08,中段,70.03,178,21.08,已回報,營運,大宏,217
2025-07-22,前段,72.07,180,48.56,,營運,永利,74
2025-06-18,後段,2.75,88,19.13,,資材,捷欣,227
2025-06-20,後段,88.41,129,80.47,,研發,大宏,65
2025-07-14,完成,59.55,183,75.66,已回報,製造,大宏,49
2025-06-05,後段,10.21,136,74.42,,品保,大宏,112
2025-07-01,前段,23.39,237,21.17,,營運,東昇,139
2025-06-02,中段,90.58,176,28.92,待確認,品保,東昇,11
2025-06-28,後段,20.32,79,39.18,待確認,營運,順發,238
2025-07-08,完成,89.26,31,8.15,,營運,東昇,182
2025-07-08,前段,5.83,84,56.94,,資材,順發,184
2025-07-20,中段,35.57,221,16.5,已回報,資材,力鋼,240
2025-07-16,中段,4.27,162,70.04,已回報,研發,大宏,11
2025-07-17,完成,22.09,123,84.61,已回報,製造,力鋼,148
2025-07-21,中段,18.83,82,88.02,已回報,資材,捷欣,50
2025-07-08,完成,73.55,75,54.14,,研發,順發,16
2025-06-28,前段,2.02,240,22.96,,營運,永利,212
2025-06-21,後段,85.82,8,35.27,已回報,營運,東昇,67
2025-06-28,前段,29.72,14,88.5,待確認,營運,力鋼,157
2025-06-26,中段,49.92,6,93.36,已回報,品保,東昇,165
2025-07-12,前段,76.8,174,10.76,,研發,力鋼,218
2025-07-29,完成,74.77,8,38.98,,營運,大宏,1
2025-06-15,後段,62.66,19,19.09,,資材,順發,186
2025-07-29,中段,0.5,159,24.07,,營運,大宏,149
2025-07-03,完成,15.39,125,81.83,已回報,資材,東昇,220
2025-06-20,後段,38.17,41,65.54,,資材,順發,33
2025-06-08,前段,77.13,152,40.55,已回報,製造,永利,131
2025-07-10,前段,29.49,76,96.98,待確認,研發,順發,52
2025-06-05,完成,25.15,39,38.97,已回報,製造,大宏,236
2025-07-01,前段,6.73,139,84.54,,營運,東昇,141
2025-06-24,後段,88.42,176,50.78,已回報,營運,力鋼,65
2025-06-19,中段,24.55,238,84.91,,營運,永利,98
2025-06-01,中段,11.98,72,44.65,,製造,力鋼,189
2025-06-02,後段,64.49,237,41.55,,製造,永利,57
2025-07-30,前段,33.31,43,9.45,,研發,順發,54
2025-07-10,後段,32.21,16,82.32,已回報,研發,永利,133
2025-07-27,完成,21.51,153,77.97,待確認,製造,大宏,47
2025-06-10,前段,6.68,124,57.13,,資材,順發,81
2025-06-12,後段,91.58,143,57.56,,營運,順發,196
2025-06-28,完成,14.14,231,38.31,,品保,大宏,120
2025-07-08,中段,30.39,138,76.21,待確認,資材,力鋼,176
2025-06-11,前段,86.58,66,67.48,,資材,捷欣,46
2025-07-30,中段,18.48,32,41.27,,營運,東昇,166
2025-07-07,完成,47.41,125,14.07,,品保,順發,114
2025-07-01,前段,90.23,102,87.8,,研發,永利,190
2025-06-04,完成,70.31,155,54.57,已回報,製造,捷欣,39
2025-07-19,完成,93.69,10,9.31,,資材,捷欣,173
2025-06-17,後段,41.0,88,63.34,,製造,東昇,121
2025-06-03,前段,90.29,128,39.3,,製造,順發,128
2025-07-27,中段,51.56,83,38.49,,研發,捷欣,118
2025-06-25,前段,12.51,93,31.74,,營運,東昇,31
2025-06-29,中段,11.14,32,6.35,,品保,力鋼,156
2025-07-30,前段,68.31,206,27.51,已回報,製造,永利,40
2025-06-07,完成,25.04,138,94.75,,營運,大宏,217
2025-07-22,前段,88.13,218,54.2,,品保,永利,159
2025-07-26,中段,0.36,212,81.85,,營運,順發,24
2025-07-02,後段,67.58,236,2.27,,資材,永利,166
